Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	LFQ intensity Primed+PRC2i 1	LFQ intensity Primed+PRC2i 2	LFQ intensity Primed+PRC2i 3	log2 fold change	p-value
B4DXL5;A0A0A0MQR2;Q9BY42;B2RB99;A2A2L5;A2A2L6;B4DEJ8	B4DXL5;A0A0A0MQR2;Q9BY42;B2RB99;A2A2L5;A2A2L6	Protein RTF2 homolog	RTFDC1	26.74317	26.62073	26.55663	26.97235	26.85091	26.57658	-0.159769058	0.546795085
B4DXN3;F8VUA2;Q9HD42;F8VVT7;F5H875	B4DXN3;F8VUA2;Q9HD42;F8VVT7;F5H875	Charged multivesicular body protein 1a	CHMP1A	25.64977	25.09007	25.93802	25.18382	25.79882	25.93387	-0.079549789	0.082896282
B4DY09;Q53FG3;F4ZW62;Q12905;F4ZW63;X6R6Z1;A0A0A0MRL0	B4DY09;Q53FG3;F4ZW62;Q12905;F4ZW63	Interleukin enhancer-binding factor 2	ILF2	32.75063	32.56917	32.62475	32.65113	32.60443	32.65031	0.012891134	0.081557583
B4DY23;Q54A51;P35613;A0A087WUV8;B4DNE1;A0A087X2B5;I3L192;R4GMX5;A8MZ77;R4GN83	B4DY23;Q54A51;P35613;A0A087WUV8;B4DNE1;A0A087X2B5;I3L192	Basigin	hEMMPRIN;BSG	26.29002	26.83038	27.12495	26.25888	26.8629	27.13643	-0.00428772	0.003936945
B4DY32	B4DY32			26.64182	26.98218	26.62296	26.33368	23.86408	26.59974	1.149821599	0.583661124
B4DYA9;A0A0D9SEW3;A0A087WXF8;Q9NP64;A0A087WYV3;A0A087WXU5	B4DYA9;A0A0D9SEW3;A0A087WXF8;Q9NP64;A0A087WYV3;A0A087WXU5	Nucleolar protein of 40 kDa	ZCCHC17	26.26499	26.32378	26.25647	26.36446	26.26193	26.182	0.012284597	0.075927684
B4DYG5;Q4LE69;P42356;D3DX33;B2RBS0;A0A140VK35;B4DSG9;A4QPH2;B4DLU8;B4E041;B3KTM4;A8MTF1;Q8N8J0	B4DYG5;Q4LE69;P42356;D3DX33	Phosphatidylinositol 4-kinase alpha	PIK4CA variant protein;PI4KA;hCG_1999854	25.80467	26.01052	26.06866	26.19897	26.65116	26.77718	-0.581156413	1.403686004
B4DYK6;A0A1U9X7R2;A0A024RCR2;P36915;Q0EFC6;B7ZAS6;B4DNS8;Q6P458;B4DWZ0;A0A140T8Y2;Q96QB8;A8MPZ0;A2AB27;Q86Z07;A0A140T994	B4DYK6;A0A1U9X7R2;A0A024RCR2;P36915;Q0EFC6;B7ZAS6;B4DNS8;Q6P458;B4DWZ0;A0A140T8Y2;Q96QB8	Guanine nucleotide-binding protein-like 1	GNL1;HSR1	26.1739	26.56301	26.4462	26.14777	26.18048	26.31327	0.180528641	0.648052793
B4DYU4;A8KA75;Q4LE51;P42336;B4DLX6	B4DYU4;A8KA75;Q4LE51;P42336;B4DLX6	"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"	PIK3CA variant protein;PIK3CA	27.48285	27.36503	22.06709	27.50733	28.29347	27.27311	-2.052979151	0.49400996
B4DZ22;B4DL07;P28288	B4DZ22;B4DL07;P28288	ATP-binding cassette sub-family D member 3	ABCD3	23.72099	23.93463	24.27056	23.60388	24.16346	24.44746	-0.096206665	0.118819674
B4DZF6;Q59F94;Q9NRR5;D3DVA8;Q9H8R7;H0YDS0	B4DZF6;Q59F94;Q9NRR5;D3DVA8;Q9H8R7	Ubiquilin-4	UBQLN4	28.43905	28.28745	28.28877	28.07342	28.1693	28.28811	0.161477407	0.945265702
B4DZG2;A0A024R8C1;Q15361;A0A087WY09	B4DZG2;A0A024R8C1;Q15361	Transcription termination factor 1	TTF1	27.31441	27.16959	26.19693	27.36486	26.85638	26.75545	-0.098585765	0.087934285
B4DZJ7;O00267;B4E0Q4;B4DJK4;M0QYL9	B4DZJ7;O00267;B4E0Q4;B4DJK4	Transcription elongation factor SPT5	SUPT5H	30.05168	29.96513	30.02591	30.1494	29.98359	30.06046	-0.050248464	0.389874399
B4DZK0;Q9Y4P1;C9JIK8;C9JQ72;B7ZA52;B4DL29;B4DNY2;C9J3C0;Q63HN5;F2Z2K8;C9JVD5;C9J1C1;H0Y2Y0;H7C2A6;B3KVU2	B4DZK0;Q9Y4P1;C9JIK8;C9JQ72;B7ZA52;B4DL29;B4DNY2	Cysteine protease ATG4B	ATG4B	25.8704	25.92298	26.3165	25.88716	26.08012	25.72383	0.139589945	0.329454027
B4DZL4;A0A024RCG4;Q92674;Q5JX02;Q5JX01	B4DZL4;A0A024RCG4;Q92674	Centromere protein I	FSHPRH1;CENPI	24.32121	24.11331	23.96305	24.6739	24.15143	24.21163	-0.213133494	0.473947609
B4DZT6;A0A024R4V8;Q9NYZ3	B4DZT6;A0A024R4V8;Q9NYZ3	G2 and S phase-expressed protein 1	GTSE1	23.43441	23.43173	24.06431	23.43682	23.70535	23.86901	-0.026911418	0.037201763
B4DZZ0;B3KQB4;A0A024R371;O75915;F8WF90;C9JQU6;F8WF33;B4DWQ6	B4DZZ0;B3KQB4;A0A024R371;O75915;F8WF90;C9JQU6;F8WF33;B4DWQ6	PRA1 family protein 3	ARL6IP5	25.05961	25.08002	25.02318	24.24996	25.05672	25.04264	0.271163305	0.434793296
B4E0B1;Q08AF3;B4E128;Q7Z7L1;K7EJJ3	B4E0B1;Q08AF3;B4E128	Schlafen family member 5	SLFN5	23.89855	23.82094	21.90514	24.55508	24.71848	24.91338	-1.520766576	1.083085581
B4E0G0;J3QKK3;O43502;Q7KZJ0;H7C1R0;J3QLB5;E9PI66;J3QR58;J3QLQ2;A0A087WZ35;H7C2Q5	B4E0G0;J3QKK3;O43502;Q7KZJ0;H7C1R0	DNA repair protein RAD51 homolog 3	RAD51C	23.51388	23.16016	23.26642	22.80869	23.07532	23.4025	0.217983246	0.469183078
B4E0K0;Q5JRG1;H7BYF2;Q9BVL2;B3KW23	B4E0K0;Q5JRG1;H7BYF2;Q9BVL2;B3KW23	Nucleoporin p58/p45	NUPL1	29.15933	28.86847	28.84915	29.13514	28.99059	28.7747	-0.007827123	0.017933663
B4E0U6;A0A140VKA6;P50502;Q0IJ56;Q3KNR6;Q1XBU6;B7ZA40;Q8NFI4;H7C3I1;F6VDH7;Q8IZP2;Q1XBU7;D6W507;F8WAQ7	B4E0U6;A0A140VKA6;P50502;Q0IJ56;Q3KNR6;Q1XBU6;B7ZA40;Q8NFI4;H7C3I1;F6VDH7;Q8IZP2	Hsc70-interacting protein;Putative protein FAM10A5;Putative protein FAM10A4	ST13;ST13P5;ST13P4	29.11071	29.67499	29.75435	28.98902	29.52707	29.43553	0.196140289	0.304687737
B4E0V7;Q53EW4;Q96QG7;E9PR67;Q9Y4N6	B4E0V7;Q53EW4;Q96QG7	Myotubularin-related protein 9	MTMR9	23.74909	24.1266	24.22773	24.13195	24.11751	24.09531	-0.080448786	0.213932356
B4E0X8;B4DWL1;Q59FU3;C9JSZ1	B4E0X8;B4DWL1;Q59FU3			32.43181	32.14643	32.31198	32.20807	32.08112	32.29	0.103675842	0.432234741
B4E106;B4DKS0;A0A024R0H1;P53985;B2R6A5;Q5T8R3;Q5T8R5	B4E106;B4DKS0;A0A024R0H1;P53985	Monocarboxylate transporter 1	SLC16A1	26.06807	26.66899	26.74432	26.15457	26.45781	26.361	0.169333776	0.296070565
B4E195;R4GNB1;B4E2K0;Q4L235;B7ZAI1;B4DFZ3	B4E195;R4GNB1;B4E2K0;Q4L235;B7ZAI1	Acyl-CoA synthetase family member 4	AASDH	23.57542	23.40808	22.83242	23.17419	23.21217	23.66622	-0.078884761	0.103218959
B4E1E2;A0A0S2Z4R4;O14964;A0A0S2Z4Q4;I3L1P5;B4DFP5;I3L165;I3L2H4;I3L1E3	B4E1E2;A0A0S2Z4R4;O14964;A0A0S2Z4Q4;I3L1P5;B4DFP5	Hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	27.24273	27.49564	27.93646	27.48907	27.84703	27.44261	-0.034626643	0.049594613
B4E240;Q92575;B3KTD5;F8WB86;Q6PJ80;C9JLR4	B4E240;Q92575;B3KTD5	UBX domain-containing protein 4	UBXN4	24.54828	25.09901	24.75374	24.15414	24.51875	24.50446	0.407890956	0.954213613
B4E273;P53367;B7ZA10;Q8N8M9	B4E273;P53367;B7ZA10;Q8N8M9	Arfaptin-1	ARFIP1	26.75812	27.11227	27.08121	27.08537	27.30973	27.15306	-0.198853175	0.689457402
B4E2A4;A0A024QYY9;Q5M775;B4DIW7;B4DQ24;J3KSG2;J3QQM0;J3KRN9;B4DW07	B4E2A4;A0A024QYY9;Q5M775;B4DIW7;B4DQ24;J3KSG2	Cytospin-B	SPECC1	27.33125	27.23371	26.93731	27.37476	27.17636	27.05124	-0.033364614	0.077635847
B4E2D6;O14641;I3L2N2;B4DLQ0;I3L2W9;I3L0M7;I3L0Z8;B4DM44;C9K0P9	B4E2D6;O14641;I3L2N2;B4DLQ0;I3L2W9;I3L0M7	Segment polarity protein dishevelled homolog DVL-2	DVL2	25.36349	26.17272	26.08962	26.01263	26.09611	25.8236	-0.10216713	0.140414614
B4E2D8;A8K0E7;Q08174;B4DUA8;D6RBG2;H0Y9F5	B4E2D8;A8K0E7;Q08174;B4DUA8	Protocadherin-1	PCDH1	25.84393	26.76269	26.37428	25.86001	26.48275	26.05821	0.193309784	0.234852239
B4E2Q0;P98194;B4E295;H0Y9V7;Q59G44;H0Y8X9;H0Y9S7;D6RGE9;D6REJ1;D6RHV9	B4E2Q0;P98194;B4E295;H0Y9V7;Q59G44	Calcium-transporting ATPase;Calcium-transporting ATPase type 2C member 1	ATP2C1	23.79709	23.87933	24.04151	23.46326	24.36526	23.58669	0.100905736	0.126952168
B4E2S4;Q9HC62;B4DKY9;B4DKW6;H7C1A0;C9IYB7;F8WED7;F8WET6	B4E2S4;Q9HC62;B4DKY9;B4DKW6	Sentrin-specific protease 2	SENP2	26.78419	26.59662	26.61203	26.73389	26.44493	26.1741	0.21330897	0.547048714
B4E2X3;C4B4C6;Q8N6R0;B3KNI0;B3KNM8;B3KM50	B4E2X3;C4B4C6;Q8N6R0;B3KNI0;B3KNM8	Methyltransferase-like protein 13	feat;METTL13	26.48412	26.70041	26.53326	26.42934	26.49553	26.32284	0.156693776	0.884233576
B4E325;Q53F93;Q00013;C9J9J4;C9JB34;A8MTH1	B4E325;Q53F93;Q00013;C9J9J4	55 kDa erythrocyte membrane protein	MPP1	23.69583	23.16134	24.39225	24.31389	23.71209	24.30466	-0.360408147	0.369428096
B4E3A8;V9HWH1;P30740	B4E3A8;V9HWH1;P30740	Leukocyte elastase inhibitor	HEL57;SERPINB1	22.69157	22.8961	21.97659	23.80784	24.42028	23.99611	-1.553322474	2.022367698
B4E3L3;G3V1N5;H0YG96;Q96SV4;H0YFX3;H0YFT9;H0YFA0;H0YFD7;H0YH19	B4E3L3;G3V1N5	Ubiquitin carboxyl-terminal hydrolase	USP28	23.91214	23.92425	23.59605	22.04876	23.95491	23.83499	0.531258265	0.352959552
B5BU41;B0YIY3;Q14012;C9JES6;H7C071;A0A087WUR6;Q5SQQ7;Q8IU85	B5BU41;B0YIY3;Q14012	Calcium/calmodulin-dependent protein kinase type 1	CAMK1	20.79411	22.7204	22.56006	22.71287	22.92618	23.03736	-0.867282867	0.624926745
B5BU53;A0A024R880;P50750;B2R9L6;X6RE90	B5BU53;A0A024R880;P50750;B2R9L6	Cyclin-dependent kinase 9	CDK9	27.15923	27.12209	27.14355	27.3006	27.19657	27.47923	-0.183844248	1.037322195
B5BU83;P16949;A2A2D0;Q96CE4;A0A140VJW2;B7Z4K3	B5BU83;P16949;A2A2D0;Q96CE4;A0A140VJW2	Stathmin	STMN1	28.6195	29.02744	28.83765	28.71624	29.20529	28.9577	-0.131547292	0.28906745
B5BU99;Q9Y5A9;S4R3J8;S4R3V3	B5BU99;Q9Y5A9	YTH domain-containing family protein 2	YTHDF2	28.01196	28.29802	28.73879	27.72579	28.1736	28.12514	0.341414134	0.60031261
B5BUA4;Q5FBB7;A0A024R2J4;F8WB17;E9RFS7	B5BUA4;Q5FBB7;A0A024R2J4	Shugoshin-like 1	SGOL1	24.49088	24.14009	24.04635	24.65971	24.3571	24.28023	-0.206570943	0.507781528
B5BUB1;Q9Y265;E7ETR0;B3KRS7;H7C4G5;H7C4I3;J3QLR1	B5BUB1;Q9Y265;E7ETR0;B3KRS7	RuvB-like 1	RUVBL1	31.53408	31.54448	31.39151	31.37844	31.45616	31.61219	0.007760366	0.030896126
B5BUB5;P05455;E7ERC4;Q14730;E9PGX9;E9PFL9;Q9UMH5;Q9UMH6;Q9UMH7;Q2F832	B5BUB5;P05455	Lupus La protein	SSB	31.1409	31.34266	31.42207	31.14607	31.1805	31.53246	0.015530268	0.035230637
B5BUD5;A0A024R6A5;P35813;B2R8E4;E9PKB5;E9PL75;E9PJN3	B5BUD5;A0A024R6A5;P35813;B2R8E4	Protein phosphatase 1A	PPM1A	25.56715	25.94644	25.67393	25.69386	25.83764	26.18084	-0.174945831	0.40445806
B5BUF9;B5BU32;K7ERV3;P04183;K7ES52;K7ERJ1;A0A024R8N6;K7ENW5	B5BUF9;B5BU32;K7ERV3;P04183;K7ES52;K7ERJ1;A0A024R8N6	"Thymidine kinase;Thymidine kinase, cytosolic"	TK1	24.38627	24.15167	25.03502	24.76147	24.61757	24.6633	-0.156455994	0.229058322
B5BUI8;P51452;K7ES89;K7ELG5	B5BUI8;P51452;K7ES89	Dual specificity protein phosphatase 3	DUSP3	25.13132	25.44047	24.69705	24.79243	25.27384	25.82529	-0.207574844	0.21970387
B5MC51	B5MC51		LIMK2	24.7398	22.00586	24.94038	24.52749	24.80336	24.66183	-0.768882751	0.333812278
B5MCF9;B2RDF2;O00541;B3KXD6;H7C267;H7BYY8;Q6ZUE0	B5MCF9;B2RDF2;O00541;B3KXD6	Pescadillo homolog	PES1	30.41165	30.23911	29.77203	30.34689	30.12559	30.17176	-0.073815028	0.13427737
B5MDF5;P62826;J3KQE5;F5H018;H0YFC6;B4DV51;Q96QB7;Q0EFC9;A0A087X0W0	B5MDF5;P62826;J3KQE5;F5H018;H0YFC6	GTP-binding nuclear protein Ran	RAN	31.67938	31.66924	32.42445	31.93248	31.67198	32.15506	0.004517237	0.005167994
B5MDU6;Q9H6V9;A0A0A0MSH6;B5MCE2;C9JUM0;B4DRG3;B5MCU4;B4DS38;B4DU46;B4DWE2;C9JHU6;D3YTH1	B5MDU6;Q9H6V9;A0A0A0MSH6;B5MCE2;C9JUM0;B4DRG3;B5MCU4;B4DS38	UPF0554 protein C2orf43	LDAH;C2orf43;FLJ21820	23.30494	24.54575	23.62489	24.14172	24.96137	23.04763	-0.225052516	0.123225335
B6VEX5;B6VEX4;B6VEX3;A0A0A0MRT6;Q8IZP0;Q59G41;B4DKX2;B7Z9E9;B4DG63;B7ZAM8;B4DSH8;B4DMM5;Q13802;B7Z5L1	B6VEX5;B6VEX4;B6VEX3;A0A0A0MRT6;Q8IZP0;Q59G41	Abl interactor 1	ABI1	24.86891	24.85657	25.55488	25.61703	25.35387	25.15785	-0.282794317	0.458183218
B7SBB1	B7SBB1		AIP	26.26163	26.47304	26.45224	26.60851	26.61947	26.78207	-0.274381638	1.454494918
B7WPG3;C9IYN3;D6W592;A0A0S2Z6K1;Q8WVV9;A8K894;A0A0S2Z5U3;A0A0S2Z610;H7C464;H7BXH8;C9JJZ7	B7WPG3;C9IYN3;D6W592;A0A0S2Z6K1;Q8WVV9;A8K894;A0A0S2Z5U3	Heterogeneous nuclear ribonucleoprotein L-like	HNRNPLL;HNRPLL	30.43131	30.40385	30.1055	30.49238	30.37689	30.39968	-0.109430949	0.424008921
B7Z287;Q9NP50;F5H6U2;F5GZ82;H0YGG0	B7Z287;Q9NP50	Protein FAM60A	FAM60A	26.46059	26.37106	26.06542	26.54923	26.24654	25.84685	0.084816615	0.13227102
B7Z3M7;Q7Z2I8;B7Z588;D3DSR9;Q6FH58;B5BU36;O14763	B7Z3M7;Q7Z2I8;B7Z588;D3DSR9;Q6FH58;B5BU36;O14763	Tumor necrosis factor receptor superfamily member 10B	DKFZp686A24188;TNFRSF10B	22.18045	22.45844	22.8886	22.59179	22.60777	22.67234	-0.114805222	0.215048749
B7Z3Q4;O00116;A0A1B0GWA2;Q53SG6;Q53S12;Q53SN7;B8ZZ81;B7ZAC5	B7Z3Q4;O00116;A0A1B0GWA2	"Alkyldihydroxyacetonephosphate synthase, peroxisomal"	AGPS	25.16553	25.74645	26.06821	25.01125	25.67909	25.78374	0.168705622	0.179016335
B7Z410;Q86X76;B2R8D1	B7Z410;Q86X76;B2R8D1	Nitrilase homolog 1	NIT1	24.10374	24.06275	24.36546	23.56314	24.25176	24.2953	0.140581131	0.213750492
B7Z4V2;V9HW84;P38646;Q8N1C8;B7Z1V7;B7Z4T3;A1XP52;Q2F839;D6RJI2;H0Y8S0;D6RA73;H0YBG6;H0Y8K0	B7Z4V2;V9HW84;P38646;Q8N1C8;B7Z1V7;B7Z4T3	"Stress-70 protein, mitochondrial"	HEL-S-124m;HSPA9	28.4654	29.15195	30.06997	28.00378	28.69009	29.85641	0.37901179	0.205371399
B7Z592;Q8WU90;F8WB26;H7C466;F8WF67	B7Z592;Q8WU90	Zinc finger CCCH domain-containing protein 15	ZC3H15	27.57189	27.63706	28.05398	27.17293	27.68063	27.55699	0.284126282	0.59074062
B7Z5C3;Q66S35;Q16877;B2R6L2;Q5XLC3;C9K0D8;C9JX77;C9JJ23;B7Z5L3	B7Z5C3;Q66S35;Q16877;B2R6L2;Q5XLC3;C9K0D8	"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4;6-phosphofructo-2-kinase;Fructose-2,6-bisphosphatase"	PFKFB4	24.00633	24.27945	23.84	24.41106	24.66346	24.01026	-0.319668452	0.627582745
B7Z5X1;Q562F2;Q16537;Q86XZ2;Q58EX4;B5BTZ7;Q59EK0;B7Z7C0;A0A024R593;Q15173	B7Z5X1;Q562F2;Q16537;Q86XZ2;Q58EX4;B5BTZ7;Q59EK0;B7Z7C0	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform	PPP2R5E	26.33127	26.38813	26.63616	26.26899	26.26168	26.69032	0.044855118	0.094358356
B7Z637;Q8IUR7;B7Z979;B7Z5P0;C9J2I1;H7C4J4;G5E9V7;G5E9V6;H7C5B7;C9J8P8;C9JAA7;C9JBY2;Q9NZY0	B7Z637;Q8IUR7;B7Z979;B7Z5P0	Armadillo repeat-containing protein 8	ARMC8	23.95234	24.21734	24.0375	23.98155	24.44057	24.23177	-0.148901622	0.410866365
B7Z686;B1AHR1;A8K1X2;Q9UH03;B1AHR2	B7Z686;B1AHR1;A8K1X2;Q9UH03;B1AHR2	Neuronal-specific septin-3	Sep-03	23.12432	23.4706	23.84948	22.38317	23.34841	23.7965	0.305442174	0.260847972
B7Z6D5;B3GQE6;Q96GQ7;Q53G15;A0A087X059;Q3MI07;A0A087WYH5	B7Z6D5;B3GQE6;Q96GQ7;Q53G15	Probable ATP-dependent RNA helicase DDX27	DDX27	30.75247	30.29439	29.85775	30.63996	30.32324	30.29997	-0.119523366	0.15984279
B7Z6H4;O14802;Q8TCW2;Q8TCW4;Q7Z755;Q8TCW3;R4GMX2	B7Z6H4;O14802	DNA-directed RNA polymerase;DNA-directed RNA polymerase III subunit RPC1	POLR3A	26.8044	26.87982	27.31493	27.1456	27.16375	27.37003	-0.226742427	0.57850154
B7Z6R6;A0AVF1;B7Z2T3;B7Z1H0;Q96CU4;F8WEZ4	B7Z6R6;A0AVF1;B7Z2T3;B7Z1H0;Q96CU4	Intraflagellar transport protein 56	TTC26	23.075	22.84621	23.48665	22.59138	23.221	22.92049	0.224993388	0.359099842
B7Z6Y2;A0A024RAI6;A0A024RAG9;A0A024RAG8;A0A024RAE9;A0A024RAI4;A0A024RAI5;Q8WWH9;A0A024RAJ2;A0A024RAJ3;A0A024RAF0;A0A024RAF6;A0A024RAF1;O00499;Q9BTH3;B7Z2Z2	B7Z6Y2;A0A024RAI6;A0A024RAG9;A0A024RAG8;A0A024RAE9;A0A024RAI4;A0A024RAI5;Q8WWH9;A0A024RAJ2;A0A024RAJ3;A0A024RAF0;A0A024RAF6;A0A024RAF1;O00499;Q9BTH3;B7Z2Z2	Myc box-dependent-interacting protein 1	BIN1	22.36934	23.8469	24.20374	24.34652	24.65665	24.66063	-1.081273397	0.881941729
B7Z720;Q15723;B7Z8R4;D6R9B1;D6RHI1;B0KYV4;A0A087WU18;Q99607	B7Z720;Q15723;B7Z8R4	ETS-related transcription factor Elf-2	ELF2	25.58987	25.29863	25.2018	25.75001	25.59357	25.12009	-0.12446022	0.217829259
B7Z7B9;E7CU85;A0A0B4J1S3;O15392;H3BLT4;A3E0Z5;K7EMW2;A3E0Z4;A3E0Z6;A3E0Z7;A3E0Z8	B7Z7B9;E7CU85;A0A0B4J1S3;O15392;H3BLT4;A3E0Z5	Baculoviral IAP repeat-containing protein 5	BIRC5	25.96545	25.40801	25.62313	25.88348	25.50513	25.49969	0.036100388	0.060745006
B7Z7F3;Q308M8;Q9H6Z4;B7Z5P4;Q53GE1;K7EIJ4;K7EN31;K7ESQ0;K7EMH9;K7ENJ2;K7EID7;K7ENB9;K7EPW1;B7Z664	B7Z7F3;Q308M8;Q9H6Z4;B7Z5P4;Q53GE1	Ran-binding protein 3	RANBP3	28.98289	29.15057	29.33786	29.06656	29.22322	29.40375	-0.074073792	0.201952908
B7Z7J5;A0A0G2JKR7;J3JS71;Q5STP9;A0A0S2Z570;P28702;A0A0S2Z4M5;Q06310;A0A0G2JHI1;B7Z6X3;B7Z3E4;J3JS70;B7Z6J2	B7Z7J5;A0A0G2JKR7;J3JS71;Q5STP9;A0A0S2Z570;P28702;A0A0S2Z4M5;Q06310	Retinoic acid receptor RXR-beta	RXRB	24.47475	24.44069	24.29123	24.58606	24.59662	24.29144	-0.089147568	0.318043542
B7Z7Y9;H7C112;H3BPZ0;Q6PCT2;H3BVB1;H3BME1;H3BPI8;H3BTJ3	B7Z7Y9;H7C112;H3BPZ0;Q6PCT2;H3BVB1;H3BME1	F-box/LRR-repeat protein 19	FBXL19	23.61099	23.76324	23.29474	23.68046	23.64427	23.64955	-0.101768494	0.298390125
B7Z876;B7Z3A4;A0A0A0MT33;Q9UPN6;Q8NDE9;Q9H8B2;Q05BU5	B7Z876;B7Z3A4;A0A0A0MT33;Q9UPN6;Q8NDE9	Protein SCAF8	SCAF8;DKFZp434J2412	28.63097	28.4763	28.60251	28.84155	28.46201	28.62579	-0.073191325	0.241036016
B7Z8G2;Q53GX4;Q2TA84;Q13451;B7Z7Z8;Q6ZR21	B7Z8G2;Q53GX4;Q2TA84;Q13451;B7Z7Z8	"Peptidyl-prolyl cis-trans isomerase FKBP5;Peptidyl-prolyl cis-trans isomerase FKBP5, N-terminally processed"	FKBP5	27.38344	27.4271	27.80809	27.41401	27.67949	28.02057	-0.165149053	0.303548123
B7Z966;P11169;Q59F54;B7Z5A7;B7Z5J8;Q8TDB8;F5GYR5	B7Z966;P11169;Q59F54;B7Z5A7;B7Z5J8;Q8TDB8	"Solute carrier family 2, facilitated glucose transporter member 3;Solute carrier family 2, facilitated glucose transporter member 14"	SLC2A3;SLC2A14	25.87361	26.38278	26.7939	26.06143	26.41347	26.6363	-0.020302455	0.021540717
B7Z992;B7Z2X4;A0A0A0MS51;B7Z9A0;B7Z6N2;A0A0A0MT01;P06396;B7Z4U6;B3KS49;Q5T0I0;Q5T0I1;A0A0U1RQL8;V9H1C1;Q69YR8	B7Z992;B7Z2X4;A0A0A0MS51;B7Z9A0;B7Z6N2;A0A0A0MT01;P06396;B7Z4U6	Gelsolin	GSN	27.63699	28.00507	28.36419	27.85994	28.17021	28.56173	-0.19520696	0.26722331
B7ZA12;P49759;A0A087WVK0;B8ZZR0;F8WBF5	B7ZA12;P49759;A0A087WVK0;B8ZZR0;F8WBF5	Dual specificity protein kinase CLK1	CLK1	26.60315	25.87105	25.98109	26.35318	25.80299	26.26085	0.01275444	0.014852625
B7ZAG1;B4DYP3;B8K284;Q13191;B5MC15;C9JU85;C9JRB3;B4DZF4;E9PHA9;B3KVR2;Q68CY2;B3KSS7	B7ZAG1;B4DYP3;B8K284;Q13191;B5MC15;C9JU85;C9JRB3;B4DZF4	E3 ubiquitin-protein ligase CBL-B	CBLB	22.52717	22.68301	22.65962	23.14246	22.81163	22.59097	-0.225086212	0.602004052
B7ZAQ5;B4DYZ7;A0A024R5M8;Q15054;Q05BV7;Q569I8;B4DMA6;Q8WUF6;E9PRK3;H0YEX7;E9PM91;E9PNC0	B7ZAQ5;B4DYZ7;A0A024R5M8;Q15054;Q05BV7	DNA polymerase delta subunit 3	POLD3	26.60809	26.82614	26.57274	26.95183	26.81311	26.94693	-0.234964371	1.208824939
B7ZAR0;A0A024QZ03;O60826;B4DPB6;B4DLA4	B7ZAR0;A0A024QZ03;O60826;B4DPB6	Coiled-coil domain-containing protein 22	CCDC22	22.9882	23.34679	24.35763	23.73231	24.97993	24.59707	-0.872233073	0.723605171
B7ZKK7;P19525;Q8IW76;Q05CP4;Q6PK38;C9JZT2;F8WBH4	B7ZKK7;P19525;Q8IW76;Q05CP4;Q6PK38	"Interferon-induced, double-stranded RNA-activated protein kinase"	EIF2AK2	28.14861	28.24036	28.77841	27.89423	27.98338	28.05869	0.410359701	0.950179146
B7ZKM5;I3L2B2;O95208;A0A024QYY1;F6PQP6;B3KMB3;E9PBC1;I3L2H1;B7Z3A5;B7Z4W7;I3L356;J3KTF6;J3QLN2;J3KSC7;J3KSA6;Q6NSL9;J3KSF8	B7ZKM5;I3L2B2;O95208;A0A024QYY1;F6PQP6;B3KMB3;E9PBC1	Epsin-2	EPN2	25.41067	25.59471	25.55368	26.12865	25.93973	25.78377	-0.431027095	1.7086216
B7ZKS3;Q86UV5;B7ZKR8;A0A0A0MRS6;E9PJH5;E9PJ93;H3BLX5;E9PRY5	B7ZKS3;Q86UV5;B7ZKR8	Ubiquitin carboxyl-terminal hydrolase 48	USP48	29.25566	29.20415	28.88236	29.36325	29.19936	29.03879	-0.086411158	0.225657599
B7ZKT9;A0A087X256;Q2M389;F8W1W1;F8VYH7	B7ZKT9;A0A087X256;Q2M389	WASH complex subunit 7	KIAA1033	26.35542	27.03591	26.9629	26.55336	27.12888	26.89169	-0.073235194	0.096035717
B7ZKW4;Q8NB37;B7Z1J9;B7ZKW3;H0YER3;E9PQD8;H0YE25;H0YF25;E9PLI5	B7ZKW4;Q8NB37;B7Z1J9;B7ZKW3;H0YER3;E9PQD8;H0YE25;H0YF25;E9PLI5	Parkinson disease 7 domain-containing protein 1	PDDC1	22.74623	23.47321	23.9974	23.635	23.64185	23.94815	-0.33605512	0.373368834
B7ZL14;B7ZL13;Q96RU3;H0Y7W6;B4DEQ5	B7ZL14;B7ZL13;Q96RU3;H0Y7W6;B4DEQ5	Formin-binding protein 1	FNBP1	23.83836	24.08554	23.6329	24.05416	23.98676	22.01451	0.500452677	0.297973347
B7ZL34;A0A0A0MR59;A0A0C4DG68;C9JE24;F2Z366;F8WD57	B7ZL34;A0A0A0MR59;A0A0C4DG68		PUM2	25.79266	26.51131	26.80968	25.56877	26.09184	26.16225	0.430258433	0.534014923
B7ZL72;E9PLV1;Q9NQV6;E9PRS0	B7ZL72;E9PLV1;Q9NQV6;E9PRS0	PR domain zinc finger protein 10	PRDM10	25.56639	25.6347	25.22586	25.59135	25.70498	25.67823	-0.18253835	0.627154061
