Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Primed 1	LFQ intensity Primed 2	LFQ intensity Primed 3	log2 fold change	p-value
A0A024R9I0;P21283;E7EV59;B7Z593;A8KA87;A0A0U1RR16;Q8NEY4	A0A024R9I0;P21283;E7EV59;B7Z593	V-type proton ATPase subunit C 1	ATP6V1C1	25.56439	26.00385	25.4387	25.78843	26.15779	26.51995	-0.486412048	0.829245858
A0A024R9J0;O60216;E5RFZ5;B3KUT8;E5RFV8;E5RIN7;E5RI01;E5RJW1;E5RJK5;E5RG18;F6KSS9;Q9H4I0;A0A140T8W2	A0A024R9J0;O60216	Double-strand-break repair protein rad21 homolog	RAD21	29.99429	30.0321	30.02247	30.19765	29.90885	29.87103	0.023777008	0.080917115
A0A024R9J6;Q96MF7;E5RFJ1;E5RIM1;A0A087WTZ8;E5RHW9;E5RK09;E5RG00;H0YB96	A0A024R9J6;Q96MF7;E5RFJ1;E5RIM1;A0A087WTZ8;E5RHW9	E3 SUMO-protein ligase NSE2	C8orf36;NSMCE2	26.25551	26.41691	26.09766	25.84995	25.49118	25.82767	0.533760707	1.643509589
A0A024R9J7;Q9BVC3	A0A024R9J7;Q9BVC3	Sister chromatid cohesion protein DCC1	DCC1;DSCC1	24.82114	24.68608	24.9865	24.31541	24.15977	24.40243	0.538704554	2.063755117
A0A024R9K4;Q96QD9;H9KVD1;H9KVC6;H9KVC1;H9KVD5	A0A024R9K4;Q96QD9	UAP56-interacting factor	FYTTD1	24.96996	25.23918	25.27384	26.28339	25.59577	26.0781	-0.824760437	1.666248429
A0A024R9L1;O60306;B0AZM4;A8K6F0;H0YH15;H0YLN9	A0A024R9L1;O60306;B0AZM4;A8K6F0	Intron-binding protein aquarius	AQR	30.36359	30.41549	30.47586	29.75891	29.50868	29.73736	0.749994278	3.013809298
A0A024R9M9;Q99653;H0YLY7;H0YKE7;F5GX29;B4DSB5;H0YLX1	A0A024R9M9;Q99653;H0YLY7;H0YKE7;F5GX29;B4DSB5	Calcineurin B homologous protein 1	CHP;CHP1	23.4902	24.00779	24.10613	22.07254	23.20494	23.35246	0.991394043	1.04139933
A0A024R9N6;A8K9B9;Q9H223	A0A024R9N6;A8K9B9;Q9H223	EH domain-containing protein 4	EHD4	24.76101	25.05813	24.54816	26.45048	26.99216	27.04958	-2.041636785	2.969975071
A0A024R9P0;Q9NVX0;A0A024R9M5;J3QT48;H3BP24;H3BP16;H3BQU2	A0A024R9P0;Q9NVX0;A0A024R9M5	HAUS augmin-like complex subunit 2	CEP27;HAUS2	20.5311	22.29122	22.18386	24.26406	24.49014	23.86618	-2.5380675	1.878466769
A0A024R9R3;Q9P253;H0YMC9;H0YLM6	A0A024R9R3;Q9P253	Vacuolar protein sorting-associated protein 18 homolog	VPS18	25.24514	24.617	24.40471	25.2081	26.07883	25.69075	-0.903612137	1.191487018
A0A024R9R5;Q9H2Y7;A0A0C4DGM5;Q86T35;H3BS99;H3BNX5;B4DGC7;Q0VGA6;H3BRD4;H3BSS6;U3KQH7;Q05C49;H3BNJ4	A0A024R9R5;Q9H2Y7;A0A0C4DGM5	Zinc finger protein 106	ZFP106;ZNF106	29.8906	29.49709	29.83607	28.91542	28.66306	27.91125	1.244677226	1.72672238
A0A024R9R7;Q9ULG1;A8K2V6;H0YMN5;Q9NUK2;Q6N074;A0A087X0U7;H0YNL3	A0A024R9R7;Q9ULG1;A8K2V6;H0YMN5	DNA helicase INO80	INOC1;INO80	26.98804	26.66357	26.9888	25.95852	25.93225	25.72507	1.008189519	2.813571074
A0A024R9T6;Q9P270;D6RIF6;Q9H705;H0Y9L2	A0A024R9T6;Q9P270	SLAIN motif-containing protein 2	hCG_17415;SLAIN2	23.61156	24.85424	24.63876	22.70918	23.95828	24.60264	0.611488342	0.380536386
A0A024R9T8;B2R8P9;P57682	A0A024R9T8;B2R8P9;P57682	Krueppel-like factor 3	KLF3	24.57421	25.0106	24.86844	24.35266	24.4318	23.2777	0.797035217	0.947053681
A0A024R9W5;Q7Z6Z7;A0A024R9U8;A0A024R9Y3;Q5H962;B4DGF6;Q5H935;H0Y659;Q53FW4;Q5H964;A0A087X1S3;Q3B7K0;A0A087X146;Q8IWJ0;A0A1B0GXC7;Q5H963;A5YM72	A0A024R9W5;Q7Z6Z7;A0A024R9U8;A0A024R9Y3	E3 ubiquitin-protein ligase HUWE1	HUWE1	30.91192	30.81871	30.8162	29.60428	29.85491	30.03341	1.018076579	2.863586867
A0A024RA10;Q8IXQ5;B7Z4N7;Q8IWW9;A8K364;B7Z4H7;B7Z4J1;B7Z3P9;B7Z886;H7C259	A0A024RA10;Q8IXQ5;B7Z4N7;Q8IWW9;A8K364;B7Z4H7	Kelch-like protein 7	KLHL7	24.80794	25.09704	24.77419	26.36831	26.03343	26.37867	-1.367079417	3.063603949
A0A024RA25;Q9NZW5;B8ZZG1;C9J4Q3;C9JGI8	A0A024RA25;Q9NZW5;B8ZZG1;C9J4Q3	MAGUK p55 subfamily member 6	MPP6	26.43215	26.18561	26.12816	27.47088	27.64017	27.54922	-1.304784139	3.613034197
A0A024RA49;Q9NQW6;A8K5D9;B4DSL6;C9JJT6;H7C3S1;C9J0G4	A0A024RA49;Q9NQW6;A8K5D9;B4DSL6	Actin-binding protein anillin	ANLN	27.52066	27.56747	27.64959	27.45685	27.47816	28.01441	-0.070568085	0.140241512
A0A024RA51;Q96GN5;A8K8X5;C9IZR6;C9J8L0;C9JFL7	A0A024RA51;Q96GN5;A8K8X5	Cell division cycle-associated 7-like protein	CDCA7L	27.15325	26.93528	27.2929	28.91211	28.50733	28.25205	-1.430020014	2.549945822
A0A024RA57;A4D161;F8WCP2;F8WCP3;B8ZZQ8	A0A024RA57;A4D161;F8WCP2;F8WCP3	Protein FAM221A	MGC72075;FAM221A	24.73717	24.23535	24.29817	22.86743	22.77119	23.88948	1.247530619	1.478646861
A0A024RA85;Q14004;A0A024RA66;A0A087X209;Q96Q40	A0A024RA85;Q14004;A0A024RA66	Cyclin-dependent kinase 13	CDC2L5;CDK13	28.37215	28.08912	28.30622	27.35775	27.31622	27.25007	0.94781367	3.317539566
A0A024RAC0;Q86V48;E5RFK8;Q05DE3;E5RHU7	A0A024RAC0;Q86V48	Leucine zipper protein 1	LUZP1	26.95238	26.56838	26.62533	28.55468	28.86402	28.53634	-1.936316172	3.572317912
A0A024RAC6;Q14241	A0A024RAC6;Q14241	Transcription elongation factor B polypeptide 3	TCEB3	29.00937	28.75821	28.90475	28.12524	27.94486	27.67633	0.975297928	2.546262493
A0A024RAH8;Q9NVP1;Q4ZG72;Q8N254;Q59FR7;H7C452;Q53TI6	A0A024RAH8;Q9NVP1;Q4ZG72;Q8N254	ATP-dependent RNA helicase DDX18	DDX18	31.76564	31.77408	31.83748	31.78035	31.41538	31.03243	0.383014043	0.816781331
A0A024RAI1;P61158;B4DXW1;Q59FV6;B4DT29;B4DTI0;B4E1U3;F8WDR7;Q59GD5;A0A0A0MTI9;H7C4J1;C9IZN3;Q9C0K3;F8WEW2;F8WE84	A0A024RAI1;P61158;B4DXW1;Q59FV6;B4DT29;B4DTI0	Actin-related protein 3	ACTR3	26.79588	27.0801	26.4038	28.26651	28.44008	28.89458	-1.77379926	2.549637919
A0A024RAJ4;O15514;E9PB93;E9PHV4;Q587J0;Q53T47	A0A024RAJ4;O15514;E9PB93;E9PHV4;Q587J0	DNA-directed RNA polymerase II subunit RPB4	POLR2D	25.82425	26.09776	25.88474	25.90894	25.74468	25.87879	0.091447194	0.398334759
A0A024RAJ5;Q9Y5P4;A0A0A0MRE4;H0Y9J1	A0A024RAJ5;Q9Y5P4	Collagen type IV alpha-3-binding protein	COL4A3BP	25.55042	25.20214	25.39865	25.29084	25.73988	25.07598	0.014836629	0.022515387
A0A024RAJ8;Q13576;F5H7S7;E7EWC2;B7Z7U6;Q59HA3;D6R939;E9PDT6;B7Z7X2;D6RDK8;D6R999;H0YA28;D6RGC6	A0A024RAJ8;Q13576;F5H7S7;E7EWC2;B7Z7U6;Q59HA3;D6R939	Ras GTPase-activating-like protein IQGAP2	IQGAP2	27.68619	27.43865	27.37069	28.28405	28.7514	28.98693	-1.175616582	2.17486674
A0A024RAL5;Q8N567	A0A024RAL5;Q8N567	Zinc finger CCHC domain-containing protein 9	ZCCHC9	27.25142	26.85994	27.08091	27.01372	26.92377	26.33035	0.308144887	0.56433369
A0A024RAM0;Q92973;S4R398;B4DSC0;E7EW37;K7ENW1	A0A024RAM0;Q92973	Transportin-1	TNPO1	31.03807	31.05737	30.9876	31.09093	31.02135	30.83191	0.046279907	0.225794358
A0A024RAM4;P46821;A2BDK6;Q5H9P1;Q05BW8;D6RA32;Q86X89;Q32NB7;Q6PJD3;A5D6X1;Q4VBY4;D6RA40;A5D8X6;D6RGJ3;D6RCL2	A0A024RAM4;P46821;A2BDK6;Q5H9P1	Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1	MAP1B;DKFZp686F1345	21.25165	21.694	21.77424	27.48439	29.23439	29.50926	-7.169383367	3.403593903
A0A024RAP0;A0A024RAL0;A0A024RAQ8;Q13426;Q7Z763	A0A024RAP0;A0A024RAL0;A0A024RAQ8;Q13426	DNA repair protein XRCC4	XRCC4	25.57016	25.23012	25.11307	24.77087	25.35817	24.87591	0.302798589	0.596953849
A0A024RAQ1;P16989;A0A024RAV4;Q59EB5;A0A0D9SEI8	A0A024RAQ1;P16989;A0A024RAV4	Y-box-binding protein 3	CSDA;YBX3	24.1888	23.31659	22.64322	26.65472	26.69525	27.28366	-3.495003382	2.685087091
A0A024RAS3;Q9H0S4;Q53GJ1;Q9H4E3;A4UCU0;F5H1N9;Q7Z4B1;B4DYP6	A0A024RAS3;Q9H0S4;Q53GJ1;Q9H4E3;A4UCU0	Probable ATP-dependent RNA helicase DDX47	hCG_27698;DDX47;E4-DBP	30.74085	30.71972	30.77761	30.62261	30.22997	29.92507	0.486838023	1.1300721
A0A024RAV0;P54687;F5H2F2;A0A087WYF2	A0A024RAV0;P54687	"Branched-chain-amino-acid aminotransferase;Branched-chain-amino-acid aminotransferase, cytosolic"	BCAT1	21.74041	22.89682	22.24238	24.4602	25.87928	25.66003	-3.039967855	2.270582771
A0A024RAV2;P46063;F8WA66;F8WD97;F5H2L2;F5H4P4;F5H3W0;F5GYB7	A0A024RAV2;P46063	ATP-dependent DNA helicase Q1	RECQL	30.24989	29.98821	30.02049	29.50393	29.39372	29.32401	0.678972244	2.648798258
A0A024RAY7;Q9HAU0;A0JP02;B4DMB9;B4DJX4;H0YGJ6;H0YG48;F5H1X3	A0A024RAY7;Q9HAU0;A0JP02;B4DMB9;B4DJX4	Pleckstrin homology domain-containing family A member 5	PLEKHA5	23.01137	22.93157	22.32928	28.54019	28.83373	27.85478	-5.65216128	4.011332105
A0A024RAZ7;P09651;F8W6I7;A0A024RB53;Q6IPF2;A0A024RC46;Q0VAC0;F8VZ49;F8VTQ5;B4E0B5;B4DP35;F8W646;H0YH80;F8VYN5	A0A024RAZ7;P09651;F8W6I7;A0A024RB53;Q6IPF2;A0A024RC46;Q0VAC0;F8VZ49;F8VTQ5;B4E0B5	"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed"	HNRPA1;HNRNPA1;hCG_2020860	34.90701	35.01297	35.05537	35.12359	34.89225	35.13916	-0.059883118	0.261742054
A0A024RB09;P61020;Q6FI54;F8VUA5	A0A024RB09;P61020;Q6FI54;F8VUA5	Ras-related protein Rab-5B	RAB5B	24.21111	24.11934	23.79749	24.72406	25.10629	25.07802	-0.926811854	2.208754542
A0A024RB14;P62854;Q75MH1;Q76N57;Q76N56	A0A024RB14;P62854;Q75MH1	40S ribosomal protein S26	RPS26	26.30161	26.63768	26.65881	27.39329	28.20401	28.19305	-1.39741834	2.056934702
A0A024RB16;A0A024RB17;Q9BSJ8;B3KMV5;B3KY56;F8VZB1	A0A024RB16;A0A024RB17;Q9BSJ8;B3KMV5;B3KY56	Extended synaptotagmin-1	FAM62A;ESYT1	26.63256	26.73117	26.68846	28.73908	29.12898	29.10287	-2.306247711	4.239606222
A0A024RB22;Q8TAQ2;F8VZW6;Q658P9	A0A024RB22;Q8TAQ2	SWI/SNF complex subunit SMARCC2	SMARCC2	28.93837	28.71198	28.70955	29.07648	29.00643	28.81173	-0.178250631	0.746075542
A0A024RB31;P14649;B4E368;F8W1I5;F8VSA2	A0A024RB31;P14649;B4E368;F8W1I5	Myosin light chain 6B	MYL6B	27.49816	27.477	27.14083	29.58971	29.32695	29.48164	-2.09410731	3.95134303
A0A024RB32;A0A087WYT3;B3KUY2;Q15185;B4DDC6	A0A024RB32;A0A087WYT3;B3KUY2;Q15185;B4DDC6	Prostaglandin E synthase 3	PTGES3	29.0654	29.04778	28.81146	28.98465	29.12169	28.9079	-0.029866536	0.104420149
A0A024RB62;Q9UBP6;H0YIH0;F8VSD9;H0YHX0;H0YHU4	A0A024RB62;Q9UBP6;H0YIH0	tRNA (guanine-N(7)-)-methyltransferase	METTL1	27.2103	27.58728	27.27888	25.79533	25.36683	26.58291	1.44379425	1.739391982
A0A024RB76;Q9BRT6	A0A024RB76;Q9BRT6	Protein LLP homolog	C12orf31;LLPH	27.95405	27.93904	28.24154	26.70846	26.39311	26.42313	1.53664271	3.399316086
A0A024RB77;G3V5T9;P24941;A0A024RB10;E7ESI2;B4DDL9;G3V317	A0A024RB77;G3V5T9;P24941;A0A024RB10;E7ESI2;B4DDL9	Cyclin-dependent kinase 2	CDK2	26.13156	26.07948	25.99002	27.05155	27.08385	27.17779	-1.03737704	4.299635493
A0A024RB85;Q9UQ80;A8K6Y1;Q6PIN5;Q05D08;F8VR77;F8W0A3;H0YIN7;F8VZ69	A0A024RB85;Q9UQ80;A8K6Y1;Q6PIN5;Q05D08;F8VR77	Proliferation-associated protein 2G4	PA2G4	29.78709	29.71991	29.58672	29.47084	29.77913	29.86333	-0.006523768	0.01626557
A0A024RBB5;Q16527;F8VQR7;F8VW96	A0A024RBB5;Q16527;F8VQR7;F8VW96	Cysteine and glycine-rich protein 2	CSRP2	22.11617	21.06553	23.25378	27.77812	28.16034	28.27604	-5.926345189	3.096621011
A0A024RBB9;Q9Y2U8;B4DI45;B4E2K7	A0A024RBB9;Q9Y2U8	Inner nuclear membrane protein Man1	LEMD3	29.70863	29.61089	29.6314	29.72008	29.55443	29.36684	0.10319074	0.412756651
A0A024RBD0;Q9NZJ9;F8VRL4;F8VRR0;A0A0C4DGJ4	A0A024RBD0;Q9NZJ9;F8VRL4;F8VRR0;A0A0C4DGJ4	Diphosphoinositol polyphosphate phosphohydrolase 2	NUDT4	26.98999	26.69006	26.74471	24.61375	25.06402	22.84913	2.632619858	1.740966401
A0A024RBD7;Q9H0E7;F8VRI7;F8VVD6;F8VRW0	A0A024RBD7;Q9H0E7;F8VRI7	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 44;Ubiquitinyl hydrolase 1	USP44	21.63597	23.29221	23.23263	23.64779	23.41751	23.47085	-0.791781108	0.65516436
A0A024RBE5;Q8NHV4;A8K1Z3;Q05CT8;G3V2M9;G3V4L2;G3V2V3	A0A024RBE5;Q8NHV4;A8K1Z3;Q05CT8	Protein NEDD1	NEDD1	22.0967	22.47367	21.73925	23.83132	24.21475	24.15406	-1.96350797	2.89369769
A0A024RBH2;Q07065;Q8TB01;Q6NWZ1;B3KVX6	A0A024RBH2;Q07065;Q8TB01;Q6NWZ1;B3KVX6	Cytoskeleton-associated protein 4	CKAP4	24.79828	25.45076	24.58795	28.58703	29.50444	29.5602	-4.271556854	3.324742241
A0A024RBJ2;Q9H3F6;F5H497;F5H6V0;F5GY15;F5H268;B3KRS9;B3KVY5;F5GWK6;Q13829;Q8WZ19;J3QS43;I3L1U2;K7EM01;H3BM90;J3QSD4;REV__Q9HBY8;I3L108;REV__X6R8H3;REV__A8K0N1	A0A024RBJ2;Q9H3F6;F5H497;F5H6V0	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3	KCTD10	21.42886	22.30407	23.95412	24.89606	24.84312	24.83615	-2.29609108	1.44122048
A0A024RBK4;O14545;F8VNX8;F8VVF3;F8VWK2;S4R2Z9	A0A024RBK4;O14545;F8VNX8;F8VVF3	TRAF-type zinc finger domain-containing protein 1	TRAFD1	22.85089	23.15145	22.76272	23.95863	23.90839	24.06357	-1.055179596	2.950759999
A0A024RBL4	A0A024RBL4		RBM19	26.18597	27.33765	27.15788	26.28272	25.17051	26.58362	0.881551107	0.721197508
A0A024RBP2;P36873;Q9UPN1;F8VYE8;F8W0W8;F8VR82;A0A087WYY5;B4DNE3;H0Y3Y6;C4TNW6;F8WE71;F8W1A0;C4TNW5	A0A024RBP2;P36873;Q9UPN1;F8VYE8;F8W0W8;F8VR82;A0A087WYY5	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	PPP1CC	29.73313	29.40141	28.61154	29.37462	29.54258	29.19974	-0.123613358	0.130938635
A0A024RBR1;P30622;Q59GJ4;F5H0N7;F5H6A0;Q6P5Z9;B3KXA5;F6VGP8;Q86WU4;F5H1T5;F5H367;F5H270;O43667	A0A024RBR1;P30622;Q59GJ4;F5H0N7	CAP-Gly domain-containing linker protein 1	RSN;CLIP1	27.03633	27.0086	26.82481	26.76116	26.97717	26.86997	0.087144216	0.40584293
A0A024RBU2;Q16560	A0A024RBU2;Q16560	U11/U12 small nuclear ribonucleoprotein 35 kDa protein	U1SNRNPBP;SNRNP35	24.28143	24.3891	24.53333	23.80971	22.47585	24.21867	0.899875005	0.781134994
A0A024RBV2;Q86V21;E7EW25;B4E296;Q49AJ4;Q9H7A6;Q9H9K9	A0A024RBV2;Q86V21	Acetoacetyl-CoA synthetase	AACS	25.87314	25.41309	25.80171	25.2973	25.44541	25.16446	0.393596013	1.126157778
A0A024RBV4;O15344;A8K5A0;B4DLX8;C9J453;B7Z5K6;A0A087X255;A0A087X0X0;C9JZJ7;A6PVI4;Q6GX22;Q9UJV3	A0A024RBV4;O15344;A8K5A0;B4DLX8;C9J453;B7Z5K6;A0A087X255	E3 ubiquitin-protein ligase Midline-1	MID1	21.69498	22.25524	23.27213	27.3784	27.41506	27.25827	-4.943127314	3.356788283
A0A024RBX6;O00625	A0A024RBX6;O00625	Pirin	PIR	24.72406	24.94829	25.26946	28.04677	28.2379	28.28454	-3.20913442	4.291834196
A0A024RBX9;P08559;A5YPB6;A5PHJ9;Q53GE3;Q5JPU3;Q6LCA3;P29803;Q9UNV7;Q99725;Q99724;P78557;Q5JPU0;Q5JPT9;Q5JPU1;Q5JPU2	A0A024RBX9;P08559;A5YPB6;A5PHJ9;Q53GE3	"Pyruvate dehydrogenase E1 component subunit alpha;Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	PDHA1;PDHA1/LOC79064	24.95757	25.23187	25.1372	24.38936	23.58692	23.85757	1.164264043	2.023019854
A0A024RC00;Q9NRF8;Q9H6Q0;H0Y5S6	A0A024RC00;Q9NRF8	CTP synthase;CTP synthase 2	CTPS2	22.28399	22.34152	21.41237	26.88017	27.27355	27.23096	-5.115599314	4.01936664
A0A024RC24;Q9P2X3;J3KT25;J3QQU0;J3QRS6	A0A024RC24;Q9P2X3;J3KT25	Protein IMPACT	IMPACT	22.0001	21.92709	21.42449	24.49869	22.88712	23.50676	-1.846962611	1.670472314
A0A024RC33;Q15555;K7EL66;K7ERD8;M0QX52;K7ENB3	A0A024RC33;Q15555;K7EL66;K7ERD8	Microtubule-associated protein RP/EB family member 2	MAPRE2	27.83557	23.23854	24.19843	28.35938	29.08758	28.37758	-3.517330805	1.1643902
A0A024RC37;Q96P16;A0A0C4DGQ6;K7EP82;K7EQR8;K7ER50	A0A024RC37;Q96P16;A0A0C4DGQ6	Regulation of nuclear pre-mRNA domain-containing protein 1A	P15RS;RPRD1A	29.18402	29.11013	29.19119	29.35309	29.20434	29.31119	-0.127753576	1.170833099
A0A024RC42;P19022;C9J126;C9J8J8;Q8ND09	A0A024RC42;P19022	Cadherin-2	CDH2	22.10988	23.39606	23.1315	25.02208	25.22942	25.84113	-2.485060374	2.235784417
A0A024RC62;H0YLI7;P59780;Q6PK37;A0A0A6YYH1;H0YLX6;H0YN38;H0YMK0	A0A024RC62;H0YLI7;P59780;Q6PK37;A0A0A6YYH1;H0YLX6;H0YN38	AP-3 complex subunit sigma-2	AP3S2;C15orf38-AP3S2	21.58254	21.75563	22.73701	22.47694	23.16002	23.26256	-0.941443761	1.013610539
A0A024RC67;O43663;H0YL53;H0YLA0;G3V3N7;H0YM42;B4E238	A0A024RC67;O43663	Protein regulator of cytokinesis 1	PRC1	28.52073	28.63488	28.68412	28.1049	28.16667	28.10789	0.486757278	3.126509159
A0A024RC82;Q8WTP8;Q8WYW8;Q59FY6;H0YMJ6	A0A024RC82;Q8WTP8;Q8WYW8;Q59FY6	Apoptosis-enhancing nuclease	ISG20L1;AEN;pp12744	26.274	26.37109	26.50003	23.05808	23.11382	23.18767	3.261847814	5.766416654
A0A024RCF9;A8K5B0;Q9UH62	A0A024RCF9;A8K5B0;Q9UH62	Armadillo repeat-containing X-linked protein 3	ARMCX3	23.46239	22.6452	22.19694	23.80528	24.15746	23.72889	-1.129034042	1.342741108
A0A024RCG7;A8K5M7;Q7L311	A0A024RCG7;A8K5M7;Q7L311	Armadillo repeat-containing X-linked protein 2	ARMCX2	22.46837	20.80162	23.90937	24.01504	24.03398	24.77701	-1.882221858	0.94445812
A0A024RCK7;Q15776;Q59HG5;A0A0S2Z457;A0A024R936;Q59F14;P19878	A0A024RCK7;Q15776;Q59HG5	Zinc finger protein with KRAB and SCAN domains 8	ZNF192;ZKSCAN8	22.14834	21.42841	21.96782	24.75751	24.70012	24.3073	-2.740122477	3.348899918
A0A024RCL8;O60814;P57053	A0A024RCL8;O60814;P57053	Histone H2B;Histone H2B type 1-K;Histone H2B type F-S	HIST1H2BK;H2BFS	23.79045	23.44695	23.52946	24.30368	24.30703	23.5285	-0.457452774	0.75379494
A0A024RCP3;Q12899;A0A1U9X8Q1;A0A1U9X8P6;A2AE48;A0A0G2JIW2;Q5SPU2;A2AE50	A0A024RCP3;Q12899;A0A1U9X8Q1;A0A1U9X8P6;A2AE48	Tripartite motif-containing protein 26	TRIM26	25.70609	25.88788	25.93874	25.34736	25.63295	25.07594	0.492153804	1.312432239
A0A024RCR1;A0A024RCP5;Q9HCM9;Q59G25;H0Y735;A2AAZ6	A0A024RCR1;A0A024RCP5;Q9HCM9;Q59G25	E3 ubiquitin-protein ligase TRIM39	TRIM39	25.46868	25.2228	25.46279	24.73923	24.87746	24.39414	0.714480082	1.908681415
A0A024RCU9;H3BLV9;Q96SB4;A8K8B2;D6RBF8;H7C521;H0Y932;D6RBM8	A0A024RCU9;H3BLV9;Q96SB4;A8K8B2	SRSF protein kinase 1	SRPK1	25.73407	25.77487	25.8282	27.63672	27.97416	28.14545	-2.139725367	3.831374251
A0A024RCX0;Q9ULD4;E9PI60;E9PSF3;Q8TE92;H0Y7B4;Q8N4T7;F6XDC4;A8WI62;A8WI61;Q9NWM1;H0Y7I6;E9PJ12	A0A024RCX0;Q9ULD4;E9PI60	Bromodomain and PHD finger-containing protein 3	BRPF3	27.13359	27.15817	27.25395	26.96708	26.88588	26.49124	0.400502523	1.241529064
A0A024RCX8;Q9Y3C6	A0A024RCX8;Q9Y3C6	Peptidyl-prolyl cis-trans isomerase;Peptidyl-prolyl cis-trans isomerase-like 1	PPIL1	28.7703	28.63346	28.71545	28.41099	28.30596	28.54451	0.285921097	1.638716075
A0A024RCY1;Q4VXZ2;Q8N1B4;B4DS44;A0A1U9X8S4;A0A024RCT2;B4DTZ4;B3KMF7;B4E225;O60838;B4DTP9;Q7LA74;E9PI03;A0A0G2JIG2	A0A024RCY1;Q4VXZ2;Q8N1B4;B4DS44;A0A1U9X8S4;A0A024RCT2;B4DTZ4;B3KMF7;B4E225	Vacuolar protein sorting-associated protein 52 homolog	VPS52	23.06921	23.82726	22.38307	24.09603	24.0491	24.08554	-0.983711243	1.108472068
A0A024RCZ1;Q8NC56;H7C2Z0;H0Y9B7;H0Y8H8;D6R958;D6RBV0	A0A024RCZ1;Q8NC56	LEM domain-containing protein 2	LEMD2	28.61936	28.43627	28.36849	27.755	27.96868	27.63872	0.687241236	2.307497398
A0A024RCZ8;Q9NSK0;C9J8T5;H7C4M1;C9JZE5;C9JXT5;C9JQU1;C9K0D5;K7ELP9	A0A024RCZ8;Q9NSK0	Kinesin light chain 4	KLC4	23.78955	23.06302	22.71172	24.45833	24.8853	24.88535	-1.554894765	1.95579891
A0A024RD01;Q7Z7C8;A0A0A0MRR3;C9J7M8;B4DZU5	A0A024RD01;Q7Z7C8;A0A0A0MRR3	Transcription initiation factor TFIID subunit 8	TBN;TAF8	24.54369	24.57606	24.63434	24.02158	24.65851	24.54745	0.175514221	0.370662686
A0A024RD15;Q16539;B4E0K5;E7EX54;B5TY33;Q15454;H7C4E2	A0A024RD15;Q16539;B4E0K5	Mitogen-activated protein kinase;Mitogen-activated protein kinase 14	MAPK14	26.03263	25.75491	25.97559	26.03053	26.22911	25.94201	-0.146172206	0.53793043
A0A024RD28;Q7L2Z9	A0A024RD28;Q7L2Z9	Centromere protein Q	C6orf139;CENPQ	25.76352	25.40928	25.61709	26.18041	25.95016	25.25886	-0.199846268	0.271034482
A0A024RD30;Q9BX10;A8K2K2;H0Y7A5;X6RJ09;Q9P1K2;H0Y4M5;H0Y5J1	A0A024RD30;Q9BX10;A8K2K2;H0Y7A5;X6RJ09	GTP-binding protein 2	GTPBP2	23.10316	23.07863	20.83898	23.59503	23.83171	23.34462	-1.250195821	0.752076183
A0A024RD36;Q6DKI1;R4GMU7;B7Z4G0;B3KMP5;A8K5J5	A0A024RD36;Q6DKI1;R4GMU7;B7Z4G0	60S ribosomal protein L7-like 1	RPL7L1	30.18104	30.24468	30.29778	29.60659	29.3186	28.65598	1.047444026	1.679439202
A0A024RD80;P08238;B4DMA2;B4DGL0;Q6PK50;Q58FF7;O14942;Q58FF4	A0A024RD80;P08238;B4DMA2;B4DGL0	Heat shock protein HSP 90-beta	HSP90AB1	34.18372	34.21212	34.12294	34.6434	34.91612	35.00441	-0.681720734	2.43671539
A0A024RD93;P22234;E9PBS1;B4DGX3;D6RF62	A0A024RD93;P22234;E9PBS1;B4DGX3;D6RF62	Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase	PAICS	28.44943	28.48784	28.08005	29.99577	30.46539	30.63435	-2.02606074	3.030232094
A0A024RDA1;A0A024RDA9;Q9NV70	A0A024RDA1;A0A024RDA9;Q9NV70	Exocyst complex component 1	EXOC1	23.80468	24.47717	24.44815	25.30452	26.40446	25.88569	-1.621559143	1.863203793
A0A024RDB0;A0AVT1;B3KSS1;H0Y8S8	A0A024RDB0;A0AVT1;B3KSS1	Ubiquitin-like modifier-activating enzyme 6	UBE1L2;UBA6	25.83882	25.83632	25.53697	26.52468	26.89389	26.95782	-1.054758072	2.482231808
A0A024RDD8;Q6MZP7;Q7Z3G2;B4DFU0;B4DSK6	A0A024RDD8;Q6MZP7;Q7Z3G2;B4DFU0	Protein lin-54 homolog	DKFZp686L1814;LIN54;DKFZp686L18142	23.05616	23.13812	23.11908	22.87716	22.34066	22.79362	0.433975856	1.210337486
